Id,Discussion Category,Comment Text (Coding)
288,Most important changes needed in K-12 education?,"<p class=""MsoNormal""><font size=""2"" face=""serif""><span style=""line-height: 1.7em;"">Over my career I have given many keynote talks and presentations

about the use of technology in education. &nbsp;As I reflect, I can honestly

say there has rarely been a student in the audience. &nbsp;It wasn't until I

became a grandmother that I realized how little we listen to our students. Grandmothers

<b><i><u>listen</u></i></b>

to their grandchildren! I began my professional career in corp</span><span style=""line-height: 1.7em;"">orate

American where we would spend millions researching what our customers wanted

and we actually listened to what they said.</span><span style=""line-height: 1.7em;"">&nbsp;

</span><span style=""line-height: 1.7em;"">But, when it comes to how we structure and organize our kidsﾒ education,

we seldom make the slightest attempt to listen to, or even care, what students

think about what or how they are taught.</span><span style=""line-height: 1.7em;"">&nbsp;

</span><span style=""line-height: 1.7em;"">This is unacceptable!</span></font></p><p class=""MsoNormal""><span style=""font-family:&quot;Times New Roman&quot;,&quot;serif&quot;""><o:p></o:p></span></p>"
289,Most important changes needed in K-12 education?,"The institution of K-12 education is built around the idea of students attending brick and mortar structures for designated periods of time that, in general, follow an agrarian schedule. &nbsp;To this end, the most important change needed for education is the embracing of flexibility. &nbsp;This idea that each student can learn on different schedules and at different rates. &nbsp;Teachers will need to be flexible in the time of delivery and discussion. &nbsp;Schools need to embrace content mastery as a metric in spite of seat time. &nbsp;Laws regarding school year length need to be revisited. &nbsp;And all through these changes parents, students and key stakeholders need to be involved in the decisions.&nbsp;These traditional institution paradigms need to be addressed so that teaching and learning can become more flexible. &nbsp;"
290,Most important changes needed in K-12 education?,"

Jim Corns, Jr said:

The institution of K-12 education is built around the idea of students attending brick and mortar structures for designated periods of time that, in general, follow an agrarian schedule. &nbsp;To this end, the most important change needed for education is the embracing of flexibility. &nbsp;This idea that each student can learn on different schedules and at different rates. &nbsp;Teachers will need to be flexible in the time of delivery and discussion. &nbsp;Schools need to embrace content mastery as a metric in spite of seat time. &nbsp;Laws regarding school year length need to be revisited. &nbsp;And all through these changes parents, students and key stakeholders need to be involved in the decisions.&nbsp;These traditional institution paradigms need to be addressed so that teaching and learning can become more flexible. &nbsp;





Completely agree with your emphasis on flexibility.&nbsp;"
291,Most important changes needed in K-12 education?,The real question will be how can schools avoid the obsolescence - recognizing the changes that occur with today's technology?
292,Most important changes needed in K-12 education?,"I agree that testing stifles creativity. &nbsp;It is not only the students who are losing sleep over these standardized tests. &nbsp;I think that there is a fair amount of trepidation among the teaching staff as well. &nbsp;Teachers always feel pressure to ""teach to the test"", which effectively lowers their ability to allow students to be creative."
293,Most important changes needed in K-12 education?,"I am glad that you started with recognizing teachers as doing a great job, and I agree with you. &nbsp;We tend to get caught up in all of the changes that we need to make that we forget the fact that we've got some pretty spectacular people already on our bus!"
294,Most important changes needed in K-12 education?,"Currently, there is support for new teachers that are starting their teaching career fresh out of college. However, one of the biggest issues we are facing in my area are the people choosing teaching as a second career. We are in dire need of teachers but it is very difficult for lateral entry teachers that have not had the student teaching experience. Classroom management can be difficult enough but add technology to the mix and it is even more difficult."
295,Most important changes needed in K-12 education?,I agree with that but here comes the role of a teacher trainer. he/she can work with such teachers to enhance their teaching to enhance students' learning
296,Most important changes needed in K-12 education?,"<span style=""color: rgb(64, 64, 64); font-family: Roboto, arial, sans-serif; line-height: 18px; background-color: rgb(255, 255, 255);"">I think our k-12 educators are doing a fine job. However, we all can improve. I would like to see a better action plan to support our special needs students. These gifted and talented students deserve the best of the best and to a certain degree I feel we are letting them down. It is unacceptable not having enough teachers to support our special need programs. Not having reliable transportation for them to get back and forth to school. I know this is a change that canﾒt happen overnight. However, if we all put our minds together I know we can give them everything they need and more.&nbsp; For instance there needs to be me more reverse main streaming. Why arenﾒt we allowing our main stream students spend more time sharing their talents with them? This would be a win-win for all the students.</span><br style=""color: rgb(64, 64, 64); font-family: Roboto, arial, sans-serif; line-height: 18px; background-color: rgb(255, 255, 255);""><br style=""color: rgb(64, 64, 64); font-family: Roboto, arial, sans-serif; line-height: 18px; background-color: rgb(255, 255, 255);""><span style=""color: rgb(64, 64, 64); font-family: Roboto, arial, sans-serif; line-height: 18px; background-color: rgb(255, 255, 255);"">Also, I would like to see end of the year testing done away with. I understand that we must have assessments in place to see where each child is. It just doesnﾒt make since to me when kids are losing sleep over the EOGﾒs because they are scared they are going to fail. This does not promote in my opinion a positive learning environment. The research tells us standardize test are not always a true indicator of a studentﾒs intelligence or how well they are going to do at the next level. Letﾒs get it right and find other avenues for accessing students.</span>"
297,Most important changes needed in K-12 education?,The real question will be how can schools avoid the obsolescence - recognizing the changes that occur with today's technology?
298,Most important changes needed in K-12 education?,
299,Most important changes needed in K-12 education?,
300,Most important changes needed in K-12 education?,"I think there will need to be some changes in how the school day and a classroom looks.&nbsp; I think we will have to allow more fluid movement through a given curriculum - we may have to get more comfortable with not all students working on the same thing at the same time.&nbsp; While this may be already happening in some schools who are implementing differentiation or Project-Based Learning, for others schools this may be a real struggle and second-order change.&nbsp; We will have to become comfortable with different physical arrangements of students, and seeing students of all levels moving easily through different areas of physical space.I also see a need for change in the way the public perceives technology's role as well.&nbsp; While many folks in the education arena are familiar with various ways technology can be utilized within a classroom, the general public is likely unaware of the variety and richness of the resources available.&nbsp; This has to change if schools want to be successful at obtaining the funding necessary to support needed technology whether through state legislature, voters, grants or private parties.&nbsp; &nbsp;"
301,Most important changes needed in K-12 education?,"I agree with Jamie. As my school moves to less of the ""sage on the stage"" and more of teacher as guide, mentor and facilitator, the entire classroom environment is changing. Now that true learning is beginning to take place in the classroom, the factory model of 7 fifty minute periods is suffocating how students learn. Students are starting to learn at an individual pace and students are starting to group differently - not by grade but by development, and by default, it looks like we need to be more flexible about schedules, hours, and infrastructure. I would like to hear from participants that have already moved toward a more flexible learning environment, where, like Jamie writes, students are not working at the same thing at the same time during the same period!"
302,Most important changes needed in K-12 education?,"Robyn, I agree with your comments.&nbsp; I believe the basis of the real problem is a systems issue.&nbsp;"
303,Most important changes needed in K-12 education?,"I agree with Jamie. Additionally, teachers have to give up a little control and allow for changes in the traditional classroom. Children have different needs and technology can accommodate those needs."
304,Most important changes needed in K-12 education?,"I agree with both of Jamie's points and I want particularly to affirm the comment that public perception of what education means, including students' adult support at home, needs to be gently expanded. We need to be having more parent-teacher communication, parent-admin communication. Ideally, parents and guardians will be involved with their children's education using similar modes and tools their students use to learn."
305,Most important changes needed in K-12 education?,"But could it be that kids need structure? ""Suffocating"" seems pretty strong. It worked for us. Change is good and necessary, but giving too much flexibility is just adding to another problem--too much choice. In the west we are addicted to choice! If I don't like it I'll buy another brand, take my business elsewhere! Will more choice just make us more spoiled? And if you don't think we're spoiled, wake up. Grade 5 students with iPhones--because they ""need them"". Structure is important. A classroom can't function without it. Going on the premise that every student will be engaged if the tech is right is crap. Some will work, many will waste their time. Provide a lot of structure & integrate tech in the early years and move toward a more flexible model as they grow and get into high school."
306,Most important changes needed in K-12 education?,"I wonder if for the sake of structure we don't want just keep the control. We tend to replicate the same order we were subjected to. The assumption should be that any child likes to search and is curious to learn,so the school should provide an open setting so that learning takes place. As Ken Robinson says it seems that the curve of imagination and creativity goes down as a child progresses to higher school levels. The drawers of knowledge, the segmentation, the bell ringing every 45 minutes. As John Taylor Gatto says �the institution (school) is psychopathic - it has no conscience. It rings a bell and the young man in the middle of writing a poem must close his notebook and move to a different cell where he must memorize that humans and monkeys derive from the common ancestor�. When we look at school buildings with fences around, don't they look like jails? It's for the protection of children... but shouldn't a school be an open space to the community? Many years ago, I had a good experience with a a public library run by a rural municipality, that transformed it into a social centre, with multimedia areas and kind of living rooms, opened till 11 p.m. The library was in fact the cultural centre of that small town, very lively and crowded. Desired by the population, it was an attractive place, with conferences, exhibitions, etc.The school should also be a desirable place to go and there are schools that engage students in that way - free schools, democratic schools (where kids prefer to stay in school rather than go on holidays) - they provide a supportive environment and respect for the individual. Much of the insubordination and violence that happens in many schools is a consequence of very authoritarian and repressive environments. How can someone enjoy such a place and how can one learn. Freinet stated what he called �Les invariants p�dagogiques�, a kind of pedagogical code, independent of time and place, principles to respect the child:

Invariant n�1 L'enfant est de la m�me nature que l'adulte. 

Invariant n� 2 Etre plus grand ne signifie pas forc�ment �tre au-dessus des autres. 

Invariant n� 3 Le comportement scolaire d'un enfant est fonction de son �tat physiologique, organique et constitutionnel. 

Invariant n� 4 Nul - l'enfant pas plus que l'adulte - n'aime �tre command� d'autorit�. 

Invariant n� 5 Nul n'aime s'aligner, parce que s'aligner, c'est ob�ir passivement � un ordre ext�rieur. 

Invariant n� 6 Nul n'aime se voir contraint � faire un 

certain travail, m�me si ce travail ne lui d�pla�t pas particuli�rement.

C'est la contrainte qui est paralysante. 

Invariant n� 7 Chacun aime choisir son travail, m�me si ce choix n'est pas avantageux. 

Invariant n� 8 Nul n'aime tourner � vide, agir en 

robot, c'est-�-dire faire des actes, se plier � des pens�es qui sont 

inscrites dans des m�caniques auxquelles il ne participe pas. 

Invariant nﾰ 9 Il nous faut motiver le travail. 

Invariant nﾰ 10 Plus de scolastique.

Invariant10 bis Tout individu veut r�ussir. L'�chec est inhibiteur, destructeur de l'allant et de l'enthousiasme. Invariant10 ter Ce n'est pas le jeu qui est naturel � l'enfant, mais le travail. 

Invariant nﾰ 11 La voie normale de l'acquisition n'est 

nullement l'observation, l'explication et la d�monstration, processus 

essentiel de l'Ecole, mais le T�tonnement exp�rimental, d�marche 

naturelle et universelle. 

Invariant n� 12 La m�moire, dont l'Ecole fait tant de cas, n'est valable et pr�cieuse que lorsqu'elle est vraiment au service de la vie. 

Invariant nﾰ 13 Les acquisitions ne se font pas comme 

l'on croit parfois, par l'�tude des r�gles et des lois, mais par 

l'exp�rience. Etudier d'abord ces r�gles et ces lois, en fran�ais, en 

art, en math�matiques, en sciences, c'est placer la charrue devant les 

boeufs. 

Invariant nﾰ 14 L'intelligence n'est pas, comme l'enseigne la 

scolastique, une facult� sp�cifique fonctionnant comme en circuit ferm�,

ind�pendamment des autres �l�ments vitaux de l'individu.&nbsp; 

Invariant nﾰ 15 L'Ecole ne cultive qu'une forme abstraite 

d'intelligence, qui agit, hors de la r�alit� vivante, par le truchement 

de mots et d'id�es fix�es par la m�moire. 

Invariant n� 16 L'enfant n'aime pas �couter une le�on ex cathedra. 

Invariant n� 17 L'enfant ne se fatigue pas � faire un travail qui est dans la ligne de sa vie, qui lui est pour ainsi dire fonctionnel. 

Invariant nﾰ 18 Personne, ni enfant ni adulte, n'aime 

le contr�le et la sanction qui sont toujours consid�r�s comme une 

atteinte � sa dignit�, surtout lorsqu'ils s'exercent en public. 

Invariant nﾰ 19 Les notes et les classements sont toujours une erreur.&nbsp; 

Invariant nﾰ 20 Parlez le moins possible. 

Invariant nﾰ 21 L'enfant n'aime pas le travail de 

troupeau auquel l'individu doit se plier comme un robot. Il aime le 

travail individuel ou le travail d'�quipe au sein d'une communaut� 

coop�rative. 

Invariant n� 22 L'ordre et la discipline sont n�cessaires en classe. 

Invariant nﾰ 23 Les punitions sont toujours une erreur.

Elles sont humiliantes pour tous et n'aboutissent jamais au but 

recherch�. Elles sont tout au plus un pis-aller. 

Invariant nﾰ 24 La vie nouvelle de l'Ecole suppose la 

coop�ration scolaire, c'est-�-dire la gestion par les usagers, 

l'�ducateur compris, de la vie et du travail scolaire. 

Invariant n� 25 La surcharge des classes est toujours une erreur p�dagogique. 

Invariant nﾰ 26 La conception actuelle des grands 

ensembles scolaires aboutit � l'anonymat des ma�tres et des �l�ves; elle

est, de ce fait, toujours une erreur et une entrave. 

Invariant n� 27 On pr�pare la d�mocratie de demain par 

la d�mocratie � l'Ecole. Un r�gime autoritaire � l'Ecole ne saurait �tre

formateur de citoyens d�mocrates. 

Invariant n� 28 On ne peut �duquer que dans la dignit�.

Respecter les enfants, ceux-ci devant respecter leurs ma�tres est une 

des premi�res conditions de la r�novation de l'Ecole.&nbsp; 

Invariant n� 29 L'opposition de la r�action 

p�dagogique, �l�ment de la r�action sociale et politique est aussi un 

invariant avec lequel nous aurons, h�las! � compter sans que nous 

puissions nous-m�mes l'�viter ou le corriger. 

Invariant n� 30 Il y a un invariant aussi qui justifie tous nos t�tonnements et authentifie notre action: c'est l'optimiste espoir en la vie. (in ICEM site )"
307,Most important changes needed in K-12 education?,"It does seem to me that allowing students to set their own pace to increase engagement.&nbsp; Psychological studies have shown that too much choice may be stressful, but I think it is worth it for the gains of individualized learning.&nbsp; And it will be their ability to self-initiate, persevere, and inquire that will serve them better than any curriculum."
308,Most important changes needed in K-12 education?,Structure and freedom to express and have some self determination in learning are not mutually exclusive.&nbsp
309,Most important changes needed in K-12 education?,"Margaret, I really like your points. School isn't jail, however, it is run like a factory where the structure is confining physically with closed classrooms, grade separation, and a robotic bell system. I think that providing guidance to students will help them make the choices they need rather than being locked into a system where they are told what to do and how to think."
310,Most important changes needed in K-12 education?,"I think choice is important to a certain point. I still believe that students desire some structure to their learning. This does not necessarily mean that a bell has to ring every 47 minutes, but based on a student's age and maturity an adequate amount of structure is required. Finding the balance between structure and control is very difficult.&nbsp;"
311,Most important changes needed in K-12 education?,"Not everybody learns best using paper and pencil. Some students CAN'T learn if their only choice is to use paper and pencil (students with severe dyslexia who can't read the words on a page, students with physical disabilities who can't hold a paper or pencil, or students with visual impairments who can't see the paper). As we normalize the use of technology in educational environments for ALL students, the ones who must use it, will be less marginalized. Plus, giving students options in how to interact with their content materials, through the use of technology, can help to engage students and allow them to use tools that fit their learning styles."
312,Most important changes needed in K-12 education?,"You are right in that many students have problems with paper and pencil, but we will also have students who have trouble with computers. We need to make sure we are trying to reach students where they are with ""technology"" that will help them."
313,Most important changes needed in K-12 education?,"This will certainly be an interesting subject as digital learning in education progresses, as teachers will need to have equal lessons available for those who are unable to use computers for religious, financial or other reasons. &nbsp;Making sure the lessons are equally available is usually mandated."
314,Most important changes needed in K-12 education?,"Basically planning! I feel vision is important because I've seen it too many times a school/district goes to implement something and 3 years later they chuck it for something else. This leaves teachers uneasy and less incentive to buy in because they feel it's going to be gone soon anyway. In addition, when something is introduced, it needs to be properly piloted before being released at a wider level. I've seen two district I've worked for try to implement a new program to use, only to have it fail because it didn't have teacher buy in because it wasn't properly vetted before it went out to the entire teaching population. Lack of communication in the vision hurts also. Right now in my district we have too LMS's being supported because different departments at the district level aren't talking to each other. I think if we had a clearly defined vision, things we be better for all the stakeholders involved. This vision should include what tools and resources are going to be used, a timeline for properly vetting the tools with a group of beta testers, roll out to the district, then a proper time to truly judge programs are developing how you expected them to.&nbsp;"
315,Most important changes needed in K-12 education?,"Great points, Jason. You will notice in this MOOC-Ed that we focus on creating a vision and planning, as well as the idea that technology and digital learning is not on the side or a stand-alone effort.&nbsp; Digital learning must be viewed as being part of all aspects of the education system.&nbsp; I'll be curious to see your thoughts on the Digital Readiness Self Assessment, as well as the other key areas in the course."
316,Most important changes needed in K-12 education?,"In my own experience, I find that classroom teachers often have more technology experience and risk-taking behavior than administrators. Administrators frequently don't want to support upstart digital learning projects if they had a grassroots origin from a classroom teacher who was awarded a technology integration grant. District tech people may also push back on non-sanctioned tech acquisitions that support classroom digital learning projects. If the process isn't decided on and implemented in top-down fashion it's like swimming against a strong current in many districts."
317,Most important changes needed in K-12 education?,"Jason, I agree. I have found that if you start with what you want accomplished first(student outcomes, staff productivity, etc.), and then find the technology that best helps you get there, you are so much better off. Too often we buy hardware and software without thinking it through."
318,Most important changes needed in K-12 education?,"I don't know if I am posting in the right place, but I have just watched ex-Governor King's video about the 1-2-1 laptop rollout in Maine. &nbsp; It was refreshing to see a politician so committed to this idea, and he's a big believer. &nbsp;But I was curious about the level of planning that went on as they seem to have suffered from budget cutbacks. &nbsp; I'm not sure the video explained how far they got, so it begs the question on any scale, is it better to plan for the long term and scale back the piloting to ensure there is enough budget to 'see it through' = in other words see the kids through 12th grade? &nbsp; &nbsp;Did they budget enough time and money for teacher training? &nbsp; &nbsp; It's a heavy financial commitment that needs thinking through. &nbsp;But his reflection on the success of the project were refreshing and he continues to believe in the value of technology in schools."
319,Most important changes needed in K-12 education?,"Mary, There are many places where you can post, so this works.&nbsp; You may want to hit ""Forum"" at the top of the course screen and jump into the current unit 2 (until tomorrow) and then 3...&nbsp; You have hit on many important points about the work in Maine, including the importance of support from the governor, others at the state, and the districts and schools.&nbsp; Most of the high schools in Maine have now expanded the program, but this did take some time. We have all been able to learn from Maine, as they really jumped in ahead of most other districts and states.&nbsp;"
320,Most important changes needed in K-12 education?,"I agree that colleges can provide support, training and modeling. Colleges began with blended learning models many years ago. There are people who would never have been able to attend or graduate from college had they followed a traditional model. By incorporating blended learning into schools, students will be prepared for college's ever changing models."
321,Most important changes needed in K-12 education?,"Yes, we need good models and instructions on what works best I real classrooms and not those with hand-picked keeners to show how wonderful the latest idea is. The greatest problem is we won't know the long term effects of these changes for a long time. Fads we don't need. Positive change we do need, and we need to be shown how to do it."
322,Most important changes needed in K-12 education?,"David, I could not agree with you more! It is such a struggle for educators today to know what is best and what will work for our students in the future. How will such changes affect their brain structures and then their children's brains? What capabilities will they lose? Will the gains outweigh the losses? On the other hand, we know that the ""factory model"" does not work. I'm not sure there is one answer and that is part of the problem. There are educational systems working so well in Finland, Singapore, and the Netherlands, and there are schools in CA and NY that seem to have a grasp on innovative ways of teaching, and there are a handful of colleges/universities that get it - but each is different. I went to Hampshire College in Amherst, MA in the early 1990s and it was considered radical - no grades and all independent learning and design your own program. It was a risk but it paid off even though it was against the norm (though I think it increased my brain function rather than alter it!). Anyway, we must more ahead and then wait for the neurologists and the next generation to provide us with hard data!"
323,Most important changes needed in K-12 education?,"Yes! In order to avoid reinventing the wheel by trial and error, we need specifics about what the ""room"" looks like--what are the students doing? What are the ""authentic projects"" they're working on? What is the teacher doing? How is s/he monitoring progress? How do you make it work for inner city or rural kids who are working far below grade level, but have been promoted through the grades along with their age cohorts? What are the information curating skills they need to learn to effectively use their massive access to information?

I'm a concrete learner, so I need to experience it in action in order to comprehend at a core level."
324,Most important changes needed in K-12 education?,"Heather, great questions - I hope this course can give us some answers to our burning questions!"
325,Most important changes needed in K-12 education?,I think we have to look at the school as a community of learners.&nbsp
326,Most important changes needed in K-12 education?,"<p>John, this is a great way to look at learning.&nbsp; </p>"
327,Most important changes needed in K-12 education?,"I agree that our school model need a&nbsp;major overhaul. Instead of students working separately on math, science, English, and social studies, they should be incorporating all subjects in math/science projects with reading and writing relative to the projects. I'd also like to see students be able to move on when ready and not by seat time in a classroom or age."
328,Most important changes needed in K-12 education?,What suggestions do you have for students without internet access due to lack of funds?&nbsp
329,Most important changes needed in K-12 education?,"Simple can be better. Do less and do it better. If they don't have net access at home, don't give homework that requires it. There's a good chance most homework goes undone anyway. I'm sure this is nothing you haven't already thought of but maybe you just need some one to reaffirm. You and we, can only do our best. Asking this shows you care."
330,Most important changes needed in K-12 education?,Some of our students who do not have internet access utilize the computers at the local libraries. We also make computer time available for after school for those students.&nbsp
331,Most important changes needed in K-12 education?,Thoughtful change needs to be expressed to the parents as a way to increase learning and discovery. &nbsp
332,Most important changes needed in K-12 education?,"I have taught in several districts in metro Atlanta now and the integration of technology has been an important part of the last 10 years of my career. With the world becoming more and more global and the students digital natives, we need to adapt our ways of teaching to what they need in order to succeed in the future. The days of people having one job or one career are over. It is predicted that our students will have 4 to 7 careers in their lifetime. The need to learn skills that will make them marketable to their future employers.&nbsp;I believe we need to re-evaluate the skill sets and curriculum to what will be useful to our students. We have started with cross-curricular lessons and have made learning a more hands-on experience. I think that is a step in the right direction, however, we have a long way to go. We probably should start by analyzing what the employers of the future will require from our students and go from there.&nbsp;"
333,Most important changes needed in K-12 education?,"One of the things we have been sharing with out teachers is the fact that most of the the jobs our students will have (we are a K-8 district) do not exist yet, so how do we train them to be successful. We do that by training them to effectively collaborate, communicate, think critically, and be creative."
334,Most important changes needed in K-12 education?,"I won't presume to know exactly all of the changes that need to occur, however, I feel that thoughtful and inclusive changes need to occur in order to meet the individual needs of our students.&nbsp;<div><br></div><div>The thoughtful part will occur through conducting needs assessments, setting goals based on the results of those assessments, and finally implementing plans in order to meet those goals. There will also need to have the different needs of schools taken into consideration, for example, how to develop a blended learning model in a high poverty school where most of the students do not have internet access at home. Yes, extending school hours and encouraging use of the public library are both options, but transportation issues also will arise.&nbsp;</div><div><br></div><div>By inclusive I mean that technology decisions need to stop being made using the top-down model. A well-rounded group of stakeholders should be involved: students, parents, teachers, administrators, and technology experts from the district need to have a voice in the planning for use of educational technology. These decisions should include plans for professional development for teachers so that technology can be used effectively with students.</div>"
335,Most important changes needed in K-12 education?,"I think that educators at all levels are aware of the need for change, but most do not know how to begin or where. Notwithstanding, there are some schools out there, primarily in Europe (though some in the United States) that have begun the transformation journey. We need to get these schools to publish their experiences and share the ups and downs of what works and what doesn't and then create a forum in which we can all meet and create together.



It is known that schools must change - that we are not providing our students with the skills needed to succeed in tomorrow's world; however, neither parents, administrators, or policy makers want to take the risk. Maybe we need universities to make the move so that k-12 educators can justify to parents that transforming how and what students learn will mean they will be ready for college...just a thought."
336,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
337,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
338,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
339,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
340,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
341,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
342,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
343,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
344,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
345,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
346,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
347,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
348,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
349,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
350,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
351,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
352,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
353,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
354,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
355,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
356,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
357,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
358,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
359,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
360,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
361,Providing the technology tools (Technology & Infrastructure and Budget & Resources planning elements), What are some of the most important decision points and challenges to consider when making these decisions?
362,Teacher and Administrator Preparedness,"I've been thinking a lot about what Will Richardson said back in June at this year's ISTE conference. During one of his sessions, he discussed some innovative trends in education and their implications on learning. Part way through this discussion he made this statement,""We don't need better teachers, we just need them to be different.""Is that the case? Do we just need our teachers to begin to unlearn, relearn and think differently about student learning?Or, do our teachers actually need to improve? Do they need to be&nbsp;better?&nbsp;What are you seeing in your districts? What implications would this have on our districts' approach to professional development?"
363,Teacher and Administrator Preparedness,What I see is the need for time.&nbsp
364,Teacher and Administrator Preparedness,"I agree, the moment i had one teacher show the others how they used Evernote for assessment, many members of staff wanted to know how they could have it on their iPads. Sometimes teachers need to see things practically for them to realise the impact on teaching.&nbsp;"
365,Teacher and Administrator Preparedness,Peer mentoring is a very effective learning tool. &nbsp
366,Teacher and Administrator Preparedness,"Tapping the expertise that exists within schools already among educators is a profitable way to expand the expertise of everyone in the school, generate clearer focus on the outcomes for students, and share the work. So often people think that the only source of expert information comes from outside the school. Roland Barth wrote: ""I wonder how many children's lives would be saved if we educators disclosed what we know to each other."""
367,Teacher and Administrator Preparedness,"I agree that providing a structure and opportunity for teachers to share is a powerful practice - in our building, we provided such a day and then identified the ""SMART Board leader"", ""Moodle leader"", ""Google Apps leader"", etc. &nbsp;Having peers work with others after school and during planning and collaboration periods is terrific. This is a step in the right direction.I also believe that having embedded tech coaches in buildings who are able to support teachers DURING their classes - while they are in the trench; in action. &nbsp;A teacher who is hesitant with technology is going to become very frustrated and defeated when the expected technology glitches occur and they feel there is no support. &nbsp;Having those staff leaders mentioned above are great, but they are more than likely teaching their own classes at the same time Mrs. Smith is having a meltdown in front of 25 sixth graders because her online content can't be accessed."
368,Teacher and Administrator Preparedness,"I am still hung up on: First things first!&nbsp;PD on school climate and culture change as priority. I did further some further reading. http://www.rucharacter.org/file/DevelopingandAssessingSchoolCulture_Final[1].pdf&nbsp; Weed the garden then plant replant the technology seeds. Every garden grows better without weeds.&nbsp; I tell those teachers who get hung up on glitches... ""These are the problems of their tomorrow! As we learn to work patiently through&nbsp;todays glitches&nbsp;we teach them to handle their future glitches patiently"" The teachers who have melt downs have limited trouble shooting experience. Time for the 21st Century Aide!&nbsp;"
369,Teacher and Administrator Preparedness,"Jay, we have our Tech Day coming up and hope to strengthen the peer to peer networking around technology. I put together one of these days a couple years ago when admin gave me a workshop day and teachers have been asking to do this every year. Peer to Peer networking and support is so important and these tech days give it the boost. Pretty excited!https://sites.google.com/a/msad54.org/tech-day/"
370,Teacher and Administrator Preparedness,"Teacher and administrator preparedness- peer mentoring is a great way for teachers to connect. As the Director of Curriculum, &nbsp;I plan to attend the iPad Summit in Boston with the 8th grade team ( we piloted 1-1 this fall) and I'm excited to go and support our teachers. What I find challenging is that I attend workshops but since I am not a ""teacher"" and have different responsibilities the application part is tough. But I feel as though I need to experience this our teachers and at least know the lingo. &nbsp; I was disappointed when we held our school wide digital learning day and some of the administrators taught workshops while others hung out in the cafe eating muffins and drinking coffee... really? What about being in this together? I think it is unfair to have new expectations for teachers while some administrators ""provide PD"" but are not actively engaged or involved. The role of administrator needs to change as much as that of a teachers.&nbsp;"
371,Teacher and Administrator Preparedness,"I agree with Joanne. &nbsp;Digital leadership needs to come from the top down and not just from the Director of Technology. &nbsp;Technology is not going away, so everyone needs to find their niche. &nbsp;It is impossible to know everything about using technology in the classroom. &nbsp;Whether it is iPad apps, Google Apps, Smartboards, find something you know well enough to be able to&nbsp;""provide PD"" when possible."
